"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Akbarzadeh O.; Alshahateet S.F.; Zabidi N.A.M.; Moosavi S.; Kordijazi A.; Babadi A.A.; Hamizi N.A.; Wahab Y.A.; Chowdhury Z.Z.; Sagadevan S.","Akbarzadeh, Omid (55984413100); Alshahateet, Solhe F. (8268635300); Zabidi, Noor Asmawati Mohd (6507905621); Moosavi, Seyedehmaryam (55813729000); Kordijazi, Amir (56491317200); Babadi, Arman Amani (55867055000); Hamizi, Nor Aliya (36241689500); Wahab, Yasmin Abdul (57203353903); Chowdhury, Zaira Zaman (36975026400); Sagadevan, Suresh (57793664300)","55984413100; 8268635300; 6507905621; 55813729000; 56491317200; 55867055000; 36241689500; 57203353903; 36975026400; 57793664300","Effect of temperature, syngas space velocity and catalyst stability of co-mn/cnt bimetallic catalyst on fischer tropsch synthesis performance","2021","Catalysts","11","7","846","","","","8","10.3390/catal11070846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110003039&doi=10.3390%2fcatal11070846&partnerID=40&md5=ecd1508bffb3952fd8910bb988d5c791","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85110003039"
"Hong T.Z.; Alias N.E.; Tan M.L.P.; Abdul Wahab Y.","Hong, T. Zheng (58765413200); Alias, N. Ezaila (35118613500); Tan, M.L Peng (24475887700); Abdul Wahab, Yasmin (57203353903)","58765413200; 35118613500; 24475887700; 57203353903","Design and Implementation of 32-bit SDRAM Memory Controller with Optimized Dynamic Power using ASIC","2023","Proceedings - 2023 IEEE Regional Symposium on Micro and Nanoelectronics, RSM 2023","","","","106","109","3","0","10.1109/RSM59033.2023.10327104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179842249&doi=10.1109%2fRSM59033.2023.10327104&partnerID=40&md5=45a02a371da7bdec266950569192b1b9","Conference paper","Final","","Scopus","2-s2.0-85179842249"
"Abdul Wahab Y.; Fadzil A.; Soin N.; Fatmadiana S.; Zaman Chowdhury Z.; Hamizi N.A.; Pivehzhani O.A.; Sabapathy T.; Al-Douri Y.","Abdul Wahab, Yasmin (57203353903); Fadzil, Anuar (22633668000); Soin, Norhayati (13008659000); Fatmadiana, Sharifah (57205595170); Zaman Chowdhury, Zaira (36975026400); Hamizi, Nor Aliya (36241689500); Pivehzhani, Omid Akbarzadeh (55984413100); Sabapathy, Thennarasan (35424377200); Al-Douri, Yarub (6701757524)","57203353903; 22633668000; 13008659000; 57205595170; 36975026400; 36241689500; 55984413100; 35424377200; 6701757524","Uniformity improvement by integrated electrochemical-plating process for CMOS logic technologies","2019","Journal of Manufacturing Processes","38","","","422","431","9","9","10.1016/j.jmapro.2019.01.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060704795&doi=10.1016%2fj.jmapro.2019.01.025&partnerID=40&md5=150047498f0a35ea830d77de0cb9cf8f","Article","Final","","Scopus","2-s2.0-85060704795"
"Sagadevan S.; Marlinda A.R.; Chowdhury Z.Z.; Wahab Y.B.A.; Hamizi N.A.; Shahid M.M.; Mohammad F.; Podder J.; Johan M.R.","Sagadevan, Suresh (57793664300); Marlinda, A.R. (55233671600); Chowdhury, Zaira Zaman (36975026400); Wahab, Yasmin Binti Abdul (57203353903); Hamizi, Nor Aliya (36241689500); Shahid, M.M. (57226371457); Mohammad, Faruq (36619135400); Podder, Jiban (9235115900); Johan, Mohd Rafie (8727448400)","57793664300; 55233671600; 36975026400; 57203353903; 36241689500; 57226371457; 36619135400; 9235115900; 8727448400","Fundamental electrochemical energy storage systems","2020","Advances in Supercapacitor and Supercapattery: Innovations in Energy Storage Devices","","","","27","43","16","51","10.1016/B978-0-12-819897-1.00001-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108365631&doi=10.1016%2fB978-0-12-819897-1.00001-X&partnerID=40&md5=6212151a780d1eb5769730081a8bf88c","Book chapter","Final","","Scopus","2-s2.0-85108365631"
"Yusof Y.; Moosavi S.; Johan M.R.; Badruddin I.A.; Wahab Y.A.; Hamizi N.A.; Rahman M.A.; Kamangar S.; Khan T.M.Y.","Yusof, Yusliza (57220068330); Moosavi, Seyedehmaryam (55813729000); Johan, Mohd Rafie (8727448400); Badruddin, Irfan Anjum (12544753000); Wahab, Yasmin Abdul (57203353903); Hamizi, Nor Aliya (36241689500); Rahman, Marlinda Ab (55233671600); Kamangar, Sarfaraz (54785996300); Khan, T. M. Yunus (57455192700)","57220068330; 55813729000; 8727448400; 12544753000; 57203353903; 36241689500; 55233671600; 54785996300; 57455192700","Electromagnetic Characterization of a Multiwalled Carbon Nanotubes-Silver Nanoparticles-Reinforced Polyvinyl Alcohol Hybrid Nanocomposite in X-Band Frequency","2021","ACS Omega","6","6","","4184","4191","7","14","10.1021/acsomega.0c04864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100964207&doi=10.1021%2facsomega.0c04864&partnerID=40&md5=f6a46c88d823cb71f7ca2a9f29db0cf9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85100964207"
"Akbarzadeh O.; Zabidi N.A.M.; Hamizi N.A.; Wahab Y.A.; Merican Z.M.A.; Yehya W.A.; Akhter S.; Shalauddin M.; Rasouli E.; Johan M.R.","Akbarzadeh, Omid (55984413100); Zabidi, Noor Asmawati Mohd (6507905621); Hamizi, Nor Aliya (36241689500); Wahab, Yasmin Abdul (57203353903); Merican, Zulkifli Merican Aljunid (11139315400); Yehya, Wageeh (57204267462); Akhter, Shamima (57212744179); Shalauddin, Md. (57196002032); Rasouli, Elisa (57201393781); Johan, Mohd Rafie (8727448400)","55984413100; 6507905621; 36241689500; 57203353903; 11139315400; 57204267462; 57212744179; 57196002032; 57201393781; 8727448400","Effect of pH, acid and thermal treatment conditions on Co/CNT catalyst performance in fischer-tropsch reaction","2019","Symmetry","11","1","50","","","","9","10.3390/sym11010050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061077950&doi=10.3390%2fsym11010050&partnerID=40&md5=8a6abb47ac8f7ca7f28c5816ae6280c5","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85061077950"
"Naseer M.N.; Noorollahi Y.; Zaidi A.A.; Wahab Y.A.; Johan M.R.; Badruddin I.A.","Naseer, Muhammad Nihal (57211979351); Noorollahi, Younes (16550643300); Zaidi, Asad A. (57208091318); Wahab, Yasmin Abdul (57203353903); Johan, Mohd Rafie (8727448400); Badruddin, Irfan Anjum (12544753000)","57211979351; 16550643300; 57208091318; 57203353903; 8727448400; 12544753000","Abandoned wells multigeneration system: promising zero CO2 emission geothermal energy system","2022","International Journal of Energy and Environmental Engineering","13","4","","1237","1246","9","2","10.1007/s40095-022-00496-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128759536&doi=10.1007%2fs40095-022-00496-3&partnerID=40&md5=5ffe46c7bdf46ae4bf7fd5496d337c25","Article","Final","","Scopus","2-s2.0-85128759536"
"Islam M.A.; Wahab Y.A.; Khandaker M.U.; Alsubaie A.; Almalki A.S.A.; Bradley D.A.; Amin N.","Islam, Mohammad Aminul (57220973693); Wahab, Yasmin Abdu (57203353903); Khandaker, Mayeen Uddin (36836773700); Alsubaie, Abdullah (57193452625); Almalki, Abdulraheem S.A. (57190964892); Bradley, David A. (7403122642); Amin, Nowshad (7102424614)","57220973693; 57203353903; 36836773700; 57193452625; 57190964892; 7403122642; 7102424614","High mobility reactive sputtered CuxO thin film for highly efficient and stable perovskite solar cells","2021","Crystals","11","4","389","","","","19","10.3390/cryst11040389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104553897&doi=10.3390%2fcryst11040389&partnerID=40&md5=704310578bb7b5adc77bb54991ce175b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104553897"
"Arafat M.Y.; Wahab Y.B.A.; Islam M.A.; Muhammad Hatta S.F.B.W.; Alias N.E.","Arafat, Md. Yasir (57226548627); Wahab, Yasmin Binti Abdul (57203353903); Islam, Mohammad Aminul (57220973693); Muhammad Hatta, Sharifah Fatmadiana Bt Wan (58131151200); Alias, Nurul Ezaila (35118613500)","57226548627; 57203353903; 57220973693; 58131151200; 35118613500","FDTD Simulation for Optical Characteristics Study of Inverted Micro-pyramidal Surface Structure of Black Silicon","2023","Proceedings - 2023 IEEE Regional Symposium on Micro and Nanoelectronics, RSM 2023","","","","126","129","3","0","10.1109/RSM59033.2023.10326744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179855159&doi=10.1109%2fRSM59033.2023.10326744&partnerID=40&md5=94b1fa694e853bdc2f349e3490d85dcd","Conference paper","Final","","Scopus","2-s2.0-85179855159"
"Abdul Wahab Y.; Naseer M.N.; Zaidi A.A.; Umair T.; Khan H.; Siddiqi M.M.; Javed M.S.","Abdul Wahab, Yasmin (57203353903); Naseer, Muhammad Nihal (57211979351); Zaidi, Asad A. (57208091318); Umair, Talha (58172066500); Khan, Hamdullah (57226029980); Siddiqi, Muhammad Mobin (57211978301); Javed, Muhammad Sabir (58171687600)","57203353903; 57211979351; 57208091318; 58172066500; 57226029980; 57211978301; 58171687600","Super Capacitors in Various Dimensionalities: Applications and Recent Advancements","2022","Encyclopedia of Energy Storage: Volume 1-4","1-4","","","682","691","9","19","10.1016/B978-0-12-819723-3.00020-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151658625&doi=10.1016%2fB978-0-12-819723-3.00020-2&partnerID=40&md5=7af24d454faef7e980fee504d6955c87","Book chapter","Final","","Scopus","2-s2.0-85151658625"
"Ali A.E.; Chowdhury Z.Z.; Faisal A.N.; Das R.; Wahab Y.A.; Ramakrishnan S.","Ali, Ahmed Elsayid (57224703773); Chowdhury, Zaira Zaman (36975026400); Faisal, Abu Nasser (57350470800); Das, Rasel (55796337800); Wahab, Yasmin Abdul (57203353903); Ramakrishnan, Seeram (57350822100)","57224703773; 36975026400; 57350470800; 55796337800; 57203353903; 57350822100","Thermochemical Conversion of Lignocellulosic Waste to Activated Carbon: A Potential Resource for Industrial Wastewater Treatment","2022","Springer Water","","","","153","191","38","1","10.1007/978-3-030-93845-1_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130915628&doi=10.1007%2f978-3-030-93845-1_7&partnerID=40&md5=4dfecdb8311e14db1819c148d4fd80e3","Book chapter","Final","","Scopus","2-s2.0-85130915628"
"Abdul Basir N.F.; Iliya Nor Za’im S.; Abdul Wahab Y.; Johan M.R.; Ghaffari Khaligh N.","Abdul Basir, Nurul Fatimah (59546427600); Iliya Nor Za’im, Syarifah (59546790400); Abdul Wahab, Yasmin (57203353903); Johan, Mohd Rafie (8727448400); Ghaffari Khaligh, Nader (58483667900)","59546427600; 59546790400; 57203353903; 8727448400; 58483667900","Impact Symmetry on Tribology Performance of 2,5-Bis-Cycloalkylsulfenyl[1,3,4]Thiadiazole Derivatives","2025","Tribology Transactions","68","1","","206","223","17","1","10.1080/10402004.2024.2449497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000380100&doi=10.1080%2f10402004.2024.2449497&partnerID=40&md5=eb6d62456844d3f0ad7507d52efb954e","Article","Final","","Scopus","2-s2.0-86000380100"
"Ali A.E.; Chowdhury Z.Z.; Rafique R.F.; Ikram R.; Faisal A.N.M.; Shibly S.J.; Barua A.; Wahab Y.A.; Jan B.M.","Ali, Ahmed Elsayid (57224703773); Chowdhury, Zaira Zaman (36975026400); Rafique, Rahman F. (55334765500); Ikram, Rabia (57189757252); Faisal, Abu Nasser Mohammad (57350470800); Shibly, ShahJalal (59903378000); Barua, Arnab (57350702800); Wahab, Yasmin Abdul (57203353903); Jan, Badrul Mohamed (23004853200)","57224703773; 36975026400; 55334765500; 57189757252; 57350470800; 59903378000; 57350702800; 57203353903; 23004853200","Science and Technology Roadmap for Adsorption of Metallic Contaminants from Aqueous Effluents Using Biopolymers and Its’ Derivatives","2022","Environmental Science and Engineering","","","","165","196","31","4","10.1007/978-3-030-83811-9_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119678439&doi=10.1007%2f978-3-030-83811-9_9&partnerID=40&md5=1759b3d2eace84986eee2e81308ea139","Book chapter","Final","","Scopus","2-s2.0-85119678439"
"Arafat M.Y.; Wahab Y.A.; Islam M.A.; Muhammad Hatta S.F.B.W.; Johan M.R.; Alias N.E.; Hussin H.","Arafat, Md. Yasir (57226548627); Wahab, Yasmin Abdul (57203353903); Islam, Mohammad Aminul (57220973693); Muhammad Hatta, Sharifah Fatmadiana Bt Wan (58131151200); Johan, Mohd Rafie (8727448400); Alias, Nurul Ezaila (35118613500); Hussin, Hanim (24776411200)","57226548627; 57203353903; 57220973693; 58131151200; 8727448400; 35118613500; 24776411200","Evaluating the Impact of Upright and Inverted Pyramid Microstructures on the Optical Performance of Single Crystalline Silicon Solar Cells","2024","IEEE International Conference on Semiconductor Electronics, Proceedings, ICSE","","","","140","143","3","1","10.1109/ICSE62991.2024.10681377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206468567&doi=10.1109%2fICSE62991.2024.10681377&partnerID=40&md5=caedc21b78342fe39aa93e2271b5cb77","Conference paper","Final","","Scopus","2-s2.0-85206468567"
"Pai M.Y.X.; Alias N.E.; Tan M.L.P.; Hamzah A.; Wahab Y.A.; Muhamad M.","Pai, M. Y. Xuan (59368259000); Alias, N. Ezaila (35118613500); Tan, M. L. Peng (24475887700); Hamzah, Afiq (55565983100); Wahab, Yasmin Abdul (57203353903); Muhamad, Maizan (36104384600)","59368259000; 35118613500; 24475887700; 55565983100; 57203353903; 36104384600","Analysis of the Electrical Characteristics for Compact SPICE Modelling of STT-MTJ Device with Physical Parameters Variation","2024","IEEE International Conference on Semiconductor Electronics, Proceedings, ICSE","","","","5","8","3","1","10.1109/ICSE62991.2024.10681337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206474160&doi=10.1109%2fICSE62991.2024.10681337&partnerID=40&md5=6c5af047a6a18674d0ec06e4fb579678","Conference paper","Final","","Scopus","2-s2.0-85206474160"
"Hatta S.F.W.M.; Hussin H.; Soon F.Y.; Wahab Y.A.; Hadi D.A.; Soin N.; Alam A.H.M.Z.; Nordin A.N.","Hatta, S. F. Wan Muhamad (22634464300); Hussin, H. (24776411200); Soon, F.Y. (57216284146); Wahab, Y. Abdul (57203353903); Hadi, D. Abdul (35797067600); Soin, N. (13008659000); Alam, A. H. M. Zahirul (57195185389); Nordin, A.N. (7005958999)","22634464300; 24776411200; 57216284146; 57203353903; 35797067600; 13008659000; 57195185389; 7005958999","Negative bias temperature instability characterization and lifetime evaluations of submicron pMOSFET","2017","ISCAIE 2017 - 2017 IEEE Symposium on Computer Applications and Industrial Electronics","","","8074978","206","211","5","6","10.1109/ISCAIE.2017.8074978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039994204&doi=10.1109%2fISCAIE.2017.8074978&partnerID=40&md5=7c9f528746bbf5b37d3583c13f333a58","Conference paper","Final","","Scopus","2-s2.0-85039994204"
"Naseer M.N.; Azhar M.; Zaidi A.A.; Abdul Wahab Y.B.; Asif M.; Sagadevan S.","Naseer, Muhammad Nihal (57211979351); Azhar, Muhammad (58476557500); Zaidi, Asad A. (57208091318); Abdul Wahab, Yasmin Binti (57203353903); Asif, Muhammad (23479399300); Sagadevan, Suresh (57793664300)","57211979351; 58476557500; 57208091318; 57203353903; 23479399300; 57793664300","Metal oxide-based glasses and their physical properties","2022","Metal Oxides for Optoelectronics and Optics-Based Medical Applications","","","","59","71","12","3","10.1016/B978-0-323-85824-3.00014-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142089780&doi=10.1016%2fB978-0-323-85824-3.00014-2&partnerID=40&md5=e429d8bd6105037ba9607780bbf4aa45","Book chapter","Final","","Scopus","2-s2.0-85142089780"
"Chowdhury Z.Z.; Chandran R.R.R.; Jahan A.; Khalid K.; Rahman M.M.; Al-Amin M.; Akbarzadeh O.; Badruddin I.A.; Khan T.M.Y.; Kamangar S.; Binti Hamizi N.A.; Wahab Y.A.; Johan R.B.; Adebisi G.A.","Chowdhury, Zaira Zaman (36975026400); Chandran, R. Reevenishaa Ravi (59063133700); Jahan, Afrin (57213681353); Khalid, Khalisanni (59266883300); Rahman, Md Mahfujur (57195224750); Al-Amin, Md (58572069400); Akbarzadeh, Omid (55984413100); Badruddin, Irfan Anjum (12544753000); Khan, T.M. Yunus (57455192700); Kamangar, Sarfaraz (54785996300); Binti Hamizi, Nor Aliya (36241689500); Wahab, Yasmin Abdul (57203353903); Johan, Rafie Bin (57194062275); Adebisi, Ganiyu Abimbola (57193552396)","36975026400; 59063133700; 57213681353; 59266883300; 57195224750; 58572069400; 55984413100; 12544753000; 57455192700; 54785996300; 36241689500; 57203353903; 57194062275; 57193552396","Extraction of cellulose nano-whiskers using ionic liquid-assisted ultra-sonication: Optimization and mathematical modelling using Box-Behnken design","2019","Symmetry","11","9","1148","","","","30","10.3390/sym11091148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073165158&doi=10.3390%2fsym11091148&partnerID=40&md5=a7ebc51ff069784f61889dcc78a3a9a1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85073165158"
"Abdul Hadi M.F.; Hussin H.; Muhamad M.; Wahab Y.A.","Abdul Hadi, M.F. (57261442400); Hussin, H. (24776411200); Muhamad, M. (36104384600); Wahab, Y. Abd. (57203353903)","57261442400; 24776411200; 36104384600; 57203353903","Implementation of Taguchi Method in Improving the Logic Gates Performance based on Carbon Nanotube Field Effect Transistor Technology","2023","International Journal of Nanoelectronics and Materials","16","Special Issue","","323","332","9","1","10.58915/ijneam.v16iDECEMBER.414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181689837&doi=10.58915%2fijneam.v16iDECEMBER.414&partnerID=40&md5=71e7b8176901121b466c2b7c0300cfe8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85181689837"
"Mohd Jasni M.S.; Choong J.S.; Wan Abd Rashid W.E.S.; Abdul Wahab Y.; Wan Muhamad Hatta S.F.","Mohd Jasni, M.S. (57368165200); Choong, J.S. (57367336000); Wan Abd Rashid, W.E.S. (57368581400); Abdul Wahab, Y. (57203353903); Wan Muhamad Hatta, S.F. (35184383500)","57368165200; 57367336000; 57368581400; 57203353903; 35184383500","Performance analysis of indium antimonide thermophotovoltaic system with varied material and geometrical properties","2021","Microelectronics Reliability","126","","114325","","","","4","10.1016/j.microrel.2021.114325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120887554&doi=10.1016%2fj.microrel.2021.114325&partnerID=40&md5=0c0a237b0ecb4ba88720437adbb849c7","Article","Final","","Scopus","2-s2.0-85120887554"
"Ali A.E.; Chowdhury Z.Z.; Devnath R.; Ahmed M.M.; Rahman M.M.; Khalid K.; Wahab Y.A.; Badruddin I.A.; Kamangar S.; Hussien M.; Pallan K.H.; Mitra A.","Ali, Ahmed Elsayid (57224703773); Chowdhury, Zaira Zaman (36975026400); Devnath, Ramprosad (58617869600); Ahmed, Md. Mostak (58273599900); Rahman, Md. Mahfujur (57195224750); Khalid, Khalisanni (59266883300); Wahab, Yasmin Abdul (57203353903); Badruddin, Irfan Anjum (12544753000); Kamangar, Sarfaraz (54785996300); Hussien, Mohamed (57221935202); Pallan, Khalid Husain (58617325000); Mitra, Ajita (58617869700)","57224703773; 36975026400; 58617869600; 58273599900; 57195224750; 59266883300; 57203353903; 12544753000; 54785996300; 57221935202; 58617325000; 58617869700","Removal of Azo Dyes from Aqueous Effluent Using Bio-Based Activated Carbons: Toxicity Aspects and Environmental Impact","2023","Separations","10","9","506","","","","29","10.3390/separations10090506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172191511&doi=10.3390%2fseparations10090506&partnerID=40&md5=006069c94a9ce9c79abdbbbfc40630fc","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85172191511"
"Wahab Y.A.; Johan M.R.; Hamizi N.A.; Akbarzadeh O.; Chowdhury Z.Z.; Sagadevan S.","Wahab, Y.A. (57203353903); Johan, M.R. (8727448400); Hamizi, N.A. (36241689500); Akbarzadeh, O. (55984413100); Chowdhury, Z.Z. (36975026400); Sagadevan, S. (57793664300)","57203353903; 8727448400; 36241689500; 55984413100; 36975026400; 57793664300","Effect of integrated anneal optimizations of electroplated Cu thin films interconnects","2020","Microelectronics Reliability","114","","113887","","","","3","10.1016/j.microrel.2020.113887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095980004&doi=10.1016%2fj.microrel.2020.113887&partnerID=40&md5=670f9554b1f816595e597b6656200936","Article","Final","","Scopus","2-s2.0-85095980004"
"Abdul Wahab Y.; Naseer M.N.; Abbasi H.; Siddiqi M.M.; Umair T.; Zaidi A.A.","Abdul Wahab, Yasmin (57203353903); Naseer, Muhammad Nihal (57211979351); Abbasi, Hamza (57226384890); Siddiqi, Muhammad Mobin (57211978301); Umair, Talha (58172066500); Zaidi, Asad A. (57208091318)","57203353903; 57211979351; 57226384890; 57211978301; 58172066500; 57208091318","Capacitors: A Deliberate Insight Into State of Art and Future Prospects","2022","Encyclopedia of Energy Storage: Volume 1-4","1-4","","","314","325","11","0","10.1016/B978-0-12-819723-3.00026-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151079494&doi=10.1016%2fB978-0-12-819723-3.00026-3&partnerID=40&md5=8a79ffb32708a51dc5c9bcbe1108b30e","Book chapter","Final","","Scopus","2-s2.0-85151079494"
"Khairul Azri A.A.; Wan Muhamad Hatta S.F.; Abdul Wahab Y.; Ker P.J.; Mekhilef S.; Islam M.A.","Khairul Azri, A.A. (58294307100); Wan Muhamad Hatta, S.F. (35184383500); Abdul Wahab, Y. (57203353903); Ker, P.J. (37461740800); Mekhilef, S. (57928298500); Islam, M.A. (58806853000)","58294307100; 35184383500; 57203353903; 37461740800; 57928298500; 58806853000","Optimization of Etching Time, Temperature of Metal Salts in Surface-texturized Silicon Fabricated Through One-Step Metal-Assisted Chemical Etching","2025","ChemNanoMat","11","3","e202400461","","","","0","10.1002/cnma.202400461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001078966&doi=10.1002%2fcnma.202400461&partnerID=40&md5=a90ae9c2a93b2f09119852e7f0ac4db6","Article","Final","","Scopus","2-s2.0-105001078966"
