Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
Man A.E.C.; Wahab Y.A.; TalipYusof N.A.; Aw S.R.; Saari M.M.; Rahim R.A.; Yu S.Y.,"Man, Ain Eazriena Che (58659322100); Wahab, Yasmin Abdul (57193422873); TalipYusof, Nurhafizah Abu (57208004036); Aw, Suzanna Ridzuan (56024176600); Saari, Mohd Mawardi (57220107330); Rahim, Ruzairi Abdul (6603216756); Yu, Sia Yee (58659120400)",58659322100; 57193422873; 57208004036; 56024176600; 57220107330; 6603216756; 58659120400,SIMULATION OF FREQUENCY SELECTION FOR INVASIVE APPROACH OF ELECTRICAL CAPACITANCE TOMOGRAPHY FOR CONDUCTING PIPE APPLICATION USING OIL-GAS REGIMES,2022,IET Conference Proceedings,2022,22,,63,68,5,2,10.1049/icp.2022.2571,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174655065&doi=10.1049%2ficp.2022.2571&partnerID=40&md5=259fcbdbff70f0234605de5fde37fdd2,Conference paper,Final,,Scopus,2-s2.0-85174655065
Che Lah N.A.; Mohamad N.; Saari M.M.; Johan M.R.,"Che Lah, Nurul Akmal (37055955600); Mohamad, Nurshuhada (57210685910); Saari, Mohd Mawardi (57220107330); Johan, Mohd Rafie (8727448400)",37055955600; 57210685910; 57220107330; 8727448400,Nanoscopic tannic acid - ZnO colloid: Low temperature synthesis and the influence of pH on the aggregates,2019,Materials Research Express,6,6,65007,,,,5,10.1088/2053-1591/ab099f,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064466600&doi=10.1088%2f2053-1591%2fab099f&partnerID=40&md5=3b0eb5349a0b58ede84c23e6d6113d92,Article,Final,,Scopus,2-s2.0-85064466600
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Mohamad A.J.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Mohamad, Ahmad Johari (55661950400)",55336854400; 54789967400; 57220107330; 55661950400,Using the Barnacles Mating Optimizer with Effective Constraints Handling Technique for Cost Minimization of Optimal Power Flow Solution,2022,Lecture Notes in Electrical Engineering,842,,,47,55,8,0,10.1007/978-981-16-8690-0_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126931911&doi=10.1007%2f978-981-16-8690-0_5&partnerID=40&md5=53b07106e1172cb4f588bfaaf4c60d95,Conference paper,Final,,Scopus,2-s2.0-85126931911
Adnan N.A.; Ariff M.H.M.; Naharuddin N.Z.A.; Abas M.F.; Saari M.M.; Jusoh R.,"Adnan, Nasrun Afiq (59745895500); Ariff, Mohd Hisyam Mohd (57190850504); Naharuddin, Noor Zirwatul Ahlam (56879036100); Abas, Mohammad Fadhil (24733967900); Saari, Mohd Mawardi (57220107330); Jusoh, Rahimah (55602149900)",59745895500; 57190850504; 56879036100; 24733967900; 57220107330; 55602149900,Design and Analysis of Hexagonal Antenna for UHF RFID Reader,2025,AIP Conference Proceedings,3056,1,20013,,,,0,10.1063/5.0208620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003137792&doi=10.1063%2f5.0208620&partnerID=40&md5=e2f73e7526a589af51007aadcf38a694,Conference paper,Final,,Scopus,2-s2.0-105003137792
Saari M.M.; Hadi Putera Zaini M.A.; Ahmad H.; Che Lah N.A.,"Saari, Mohd Mawardi (57220107330); Hadi Putera Zaini, Mohd Aufa (57207994127); Ahmad, Hamzah (35304432800); Che Lah, Nurul Akmal (37055955600)",57220107330; 57207994127; 35304432800; 37055955600,An AC magnetometer using automatic frequency switching of a resonant excitation coil for magnetic nanoparticles characterization,2018,"2018 9th IEEE Control and System Graduate Research Colloquium, ICSGRC 2018 - Proceeding",,,8657632,207,210,3,7,10.1109/ICSGRC.2018.8657632,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063425708&doi=10.1109%2fICSGRC.2018.8657632&partnerID=40&md5=36cd0c1660c99c7e56d3ae5b439cd708,Conference paper,Final,,Scopus,2-s2.0-85063425708
Sulaiman M.H.; Mustaffa Z.; Samsudin A.S.; Mohamed A.I.; Saari M.M.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Samsudin, Ahmad Salihin (54893526100); Mohamed, Amir Izzani (53984855400); Saari, Mohd Mawardi (57220107330)",55336854400; 54789967400; 54893526100; 53984855400; 57220107330,Electric vehicle battery state of charge estimation using metaheuristic-optimized CatBoost algorithms,2025,Franklin Open,11,,100293,,,,0,10.1016/j.fraope.2025.100293,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007736498&doi=10.1016%2fj.fraope.2025.100293&partnerID=40&md5=be444ff12f82ba3482ae1dee871310bb,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105007736498
Ahmad H.; Xian L.Z.; Othman N.A.; Ramli M.S.; Saari M.M.,"Ahmad, Hamzah (35304432800); Xian, Lim Zhi (57218263950); Othman, Nur Aqilah (56028974800); Ramli, Mohd Syakirin (26435494400); Saari, Mohd Mawardi (57220107330)",35304432800; 57218263950; 56028974800; 26435494400; 57220107330,An analysis of state covariance of mobile robot navigation in unstructured environment based on ros,2021,Lecture Notes in Electrical Engineering,666,,,259,270,11,0,10.1007/978-981-15-5281-6_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088508230&doi=10.1007%2f978-981-15-5281-6_18&partnerID=40&md5=a652c9dfdd0f0d8a59aff6d6be7396f4,Conference paper,Final,,Scopus,2-s2.0-85088508230
Amin S.N.A.M.; Ahmad H.; Mohamed M.R.; Saari M.M.; Aliman O.,"Amin, Siti Nur Aishah Mohd (57200993831); Ahmad, Hamzah (35304432800); Mohamed, Mohd Rusllim (15072061400); Saari, Mohd Mawardi (57220107330); Aliman, Omar (24733710900)",57200993831; 35304432800; 15072061400; 57220107330; 24733710900,Kalman filter estimation of impedance parameters for medium transmission line,2018,Telkomnika (Telecommunication Computing Electronics and Control),16,2,,900,908,8,6,10.12928/TELKOMNIKA.v16i2.9026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044348991&doi=10.12928%2fTELKOMNIKA.v16i2.9026&partnerID=40&md5=2d7fa8fce2d21e2456093a5d55d0cb15,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85044348991
Zaini M.A.H.P.; Saari M.M.; Nadzri N.A.; Aziz Z.; Kiwa T.,"Zaini, Mohd Aufa Hadi Putera (57207994127); Saari, Mohd Mawardi (57220107330); Nadzri, Nurul A’in (57201859397); Aziz, Zulkifly (57220106807); Kiwa, Toshihiko (6603908017)",57207994127; 57220107330; 57201859397; 57220106807; 6603908017,Backside Defect Evaluation in Carbon Steel Plate Using a Hybridized Magnetic Flux Leakage and Eddy Current Technique,2024,Journal of Nondestructive Evaluation,43,1,9,,,,4,10.1007/s10921-023-01022-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178916090&doi=10.1007%2fs10921-023-01022-z&partnerID=40&md5=55b560e67ba468471721e3f93887d76a,Article,Final,,Scopus,2-s2.0-85178916090
Putera Zaini M.A.H.; A'in Nadzri N.; Saari M.M.,"Putera Zaini, Mohd Aufa Hadi (60124653800); A'in Nadzri, Nurul (57201859397); Saari, Mohd Mawardi (57220107330)",60124653800; 57201859397; 57220107330,Enhanced Crack Detection Using a Shielded Magnetic Probe With Tmr Sensors for Mfl and Eddy Current Techniques,2025,"IEEE 8th International Conference on Electrical, Control and Computer Engineering, InECCE 2025 - Proceedings",,,,409,414,5,0,10.1109/InECCE64959.2025.11150883,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017604934&doi=10.1109%2fInECCE64959.2025.11150883&partnerID=40&md5=3327139d01303f04465b2b42100a96b8,Conference paper,Final,,Scopus,2-s2.0-105017604934
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Mohamed A.I.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Mohamed, Amir Izzani (53984855400)",55336854400; 54789967400; 57220107330; 53984855400,An application of barnacles mating optimizer algorithm for combined economic and emission dispatch solution,2021,Lecture Notes in Electrical Engineering,666,,,1115,1124,9,0,10.1007/978-981-15-5281-6_79,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088511591&doi=10.1007%2f978-981-15-5281-6_79&partnerID=40&md5=bce6b61efdd899c6920e781f40cfa398,Conference paper,Final,,Scopus,2-s2.0-85088511591
Nadzri N.A.; Ishak M.; Saari M.M.; Halil A.M.,"Nadzri, Nurul A'In (57201859397); Ishak, Mahadzir (55545861661); Saari, Mohd Mawardi (57220107330); Halil, Aiman Mohd (57192875407)",57201859397; 55545861661; 57220107330; 57192875407,Development of Eddy current testing system for welding inspection,2018,"2018 9th IEEE Control and System Graduate Research Colloquium, ICSGRC 2018 - Proceeding",,,8657511,94,98,4,18,10.1109/ICSGRC.2018.8657511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063454011&doi=10.1109%2fICSGRC.2018.8657511&partnerID=40&md5=82411259c6dcd5be266d9386c7ef5d70,Conference paper,Final,,Scopus,2-s2.0-85063454011
Nasir A.N.K.; Ahmad M.A.; Najib M.S.; Wahab Y.A.; Othman N.A.; Ghani N.M.A.; Irawan A.; Khatun S.; Raja Ismail R.M.T.; Saari M.M.; Daud M.R.; Faudzi A.A.M.,"Nasir, Ahmad Nor Kasruddin (24725222300); Ahmad, Mohd Ashraf (57206474803); Najib, Muhammad Sharfi (55308578800); Wahab, Yasmin Abdul (57193422873); Othman, Nur Aqilah (56028974800); Ghani, Nor Maniha Abd (35317027200); Irawan, Addie (47061492200); Khatun, Sabira (7003507911); Raja Ismail, Raja Mohd Taufika (31767699700); Saari, Mohd Mawardi (57220107330); Daud, Mohd Razali (57004537100); Faudzi, Ahmad Afif Mohd (57054191200)",24725222300; 57206474803; 55308578800; 57193422873; 56028974800; 35317027200; 47061492200; 7003507911; 31767699700; 57220107330; 57004537100; 57054191200,Preface,2020,Lecture Notes in Electrical Engineering,632,,,vii,ix,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083091624&partnerID=40&md5=074dcd1d36615da3ca2e501c01be6473,Editorial,Final,,Scopus,2-s2.0-85083091624
Saari M.M.; Sulaiman M.H.; Lah N.A.C.; Daud M.R.; Kiwa T.,"Saari, Mohd Mawardi (57220107330); Sulaiman, Mohd Herwan (55336854400); Lah, Nurul Akmal Che (37055955600); Daud, Mohd Razali (57004537100); Kiwa, Toshihiko (6603908017)",57220107330; 55336854400; 37055955600; 57004537100; 6603908017,Non-Regularized Reconstruction of Magnetic Moment Distribution of Magnetic Nanoparticles using Barnacles Mating Optimizer,2023,"Proceedings of 2023 International Conference on System Science and Engineering, ICSSE 2023",,,,533,536,3,0,10.1109/ICSSE58758.2023.10227174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171843760&doi=10.1109%2fICSSE58758.2023.10227174&partnerID=40&md5=9eebfb9ff6fb65730e31f8eaca323198,Conference paper,Final,,Scopus,2-s2.0-85171843760
Nadzri N.A.; Saari M.M.; Zaini M.A.H.P.; Ramlan N.H.; Aziz Z.A.,"Nadzri, Nurul A'In (57201859397); Saari, Mohd Mawardi (57220107330); Zaini, Mohd Aufa Hadi Putera (57207994127); Ramlan, Nur Huda (56453249000); Aziz, Zulkifly Ab (57220106807)",57201859397; 57220107330; 57207994127; 56453249000; 57220106807,Detection of Back-Side Cracks in Steel Structure Using A Differential Eddy Current Testing Probe,2020,"ETCCE 2020 - International Conference on Emerging Technology in Computing, Communication and Electronics",,,9350887,,,,0,10.1109/ETCCE51779.2020.9350887,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102039889&doi=10.1109%2fETCCE51779.2020.9350887&partnerID=40&md5=4e0913a3c3743bd32e88f525a8733c50,Conference paper,Final,,Scopus,2-s2.0-85102039889
Hamzah H.S.; Man A.E.C.; Wahab Y.A.; Talip N.A.; Saari M.M.,"Hamzah, Haziq Syakir (59047562000); Man, Ain Eazriena Che (58659322100); Wahab, Yasmin Abdul (57193422873); Talip, Nurhafizah Abu (57208004036); Saari, Mohd Mawardi (57220107330)",59047562000; 58659322100; 57193422873; 57208004036; 57220107330,DEVELOPMENT OF IMAGE RECONSTRUCTION FOR DETECTING STATIC OIL-GAS REGIMES USING INVASIVE ELECTRICAL CAPACITANCE TOMOGRAPHY IN STEEL PIPE APPLICATION – AN INITIAL STUDY,2024,Jurnal Teknologi,86,3,,135,143,8,1,10.11113/jurnalteknologi.v86.20994,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192269274&doi=10.11113%2fjurnalteknologi.v86.20994&partnerID=40&md5=7331e812091db1db81f53db32f6cf3d0,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85192269274
Nadzri N.A.; Mawardi Saari M.; Hadi Putera Zaini M.A.; Huda Ramlan N.; Ab Aziz Z.; Mohd Halil A.,"Nadzri, Nurul A'in (57201859397); Mawardi Saari, Mohd (57220107330); Hadi Putera Zaini, Mohd Aufa (57207994127); Huda Ramlan, Nur (56453249000); Ab Aziz, Zulkifly (57220106807); Mohd Halil, Aiman (57192875407)",57201859397; 57220107330; 57207994127; 56453249000; 57220106807; 57192875407,Development of ECT Probe for Back Side Crack Evaluation,2020,"2020 11th IEEE Control and System Graduate Research Colloquium, ICSGRC 2020 - Proceedings",,,9232475,5,9,4,2,10.1109/ICSGRC49013.2020.9232475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096935099&doi=10.1109%2fICSGRC49013.2020.9232475&partnerID=40&md5=9c3944716bdd4e6223927630828e8041,Conference paper,Final,,Scopus,2-s2.0-85096935099
Nadzri N.A.; Ashraf S.; Saari M.M.,"Nadzri, Nurul A’in (57201859397); Ashraf, Shameed (14021095500); Saari, Mohd Mawardi (57220107330)",57201859397; 14021095500; 57220107330,Flow properties of cement blend additives: particle size and density effects,2025,Engineering Research Express,7,4,45004,,,,0,10.1088/2631-8695/ae0f78,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019757685&doi=10.1088%2f2631-8695%2fae0f78&partnerID=40&md5=ea2fe3b7819ba87eb92689e991faee4f,Article,Final,,Scopus,2-s2.0-105019757685
Sulaiman M.H.; Mustaffa Z.; Zakaria N.F.; Saari M.M.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Zakaria, Nor Farizan (55616130000); Saari, Mohd Mawardi (57220107330)",55336854400; 54789967400; 55616130000; 57220107330,Using the evolutionary mating algorithm for optimizing deep learning parameters for battery state of charge estimation of electric vehicle,2023,Energy,279,,128094,,,,27,10.1016/j.energy.2023.128094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162130237&doi=10.1016%2fj.energy.2023.128094&partnerID=40&md5=fd01fb7d6948b045bddfb6bb8341a407,Article,Final,,Scopus,2-s2.0-85162130237
Che Man A.E.; Wahab Y.A.; Abu Talip Yusof N.; Ridzuan Aw S.; Saari M.M.; Abdul Rahim R.; Yu S.Y.,"Che Man, Ain Eazriena (57884757700); Wahab, Yasmin Abdul (57193422873); Abu Talip Yusof, Nurhafizah (57208004036); Ridzuan Aw, Suzanna (56024176600); Saari, Mohd Mawardi (57220107330); Abdul Rahim, Ruzairi (57202318924); Yu, Sia Yee (58659120400)",57884757700; 57193422873; 57208004036; 56024176600; 57220107330; 57202318924; 58659120400,Optimizing Invasive ECT Sensor Dimensions for Conducting Pipe: A Simulation Study,2025,Applications of Modelling and Simulation,9,,,37,50,13,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215379538&partnerID=40&md5=14b3d5fd69d6d4520de6c89f1dafac1d,Article,Final,,Scopus,2-s2.0-85215379538
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Daniyal H.; Daud M.R.; Razali S.; Mohamed A.I.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Daniyal, Hamdan (57191624414); Daud, Mohd Razali (57004537100); Razali, Saifudin (36810405400); Mohamed, Amir Izzani (53984855400)",55336854400; 54789967400; 57220107330; 57191624414; 57004537100; 36810405400; 53984855400,Barnacles mating optimizer: A bio-inspired algorithm for solving optimization problems,2018,"Proceedings - 2018 IEEE/ACIS 19th International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2018",,,8441097,265,270,5,54,10.1109/SNPD.2018.8441097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053546368&doi=10.1109%2fSNPD.2018.8441097&partnerID=40&md5=92104aaee368b9bc4438db6fdcff9d00,Conference paper,Final,,Scopus,2-s2.0-85053546368
Tsukada K.; Tsunashima K.; Jinno K.; Hiramatsu B.; Takeuchi S.; Fujimoto K.; Sakai K.; Kiwa T.; Saari M.M.,"Tsukada, Keiji (7201442097); Tsunashima, Kenta (57209458076); Jinno, Katsuya (57209457105); Hiramatsu, Bunta (57209451336); Takeuchi, Shun (57200333910); Fujimoto, Kayo (57209456626); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Saari, Mohd Mawardi (57220107330)",7201442097; 57209458076; 57209457105; 57209451336; 57200333910; 57209456626; 55453019800; 6603908017; 57220107330,Using Magnetic Field Gradients to Shorten the Antigen-Antibody Reaction Time for a Magnetic Immunoassay,2019,IEEE Transactions on Magnetics,55,7,8637765,,,,12,10.1109/TMAG.2019.2894904,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067829217&doi=10.1109%2fTMAG.2019.2894904&partnerID=40&md5=dd9788a754ca2188ee3047435fa0f7bd,Article,Final,,Scopus,2-s2.0-85067829217
Zaini M.A.H.P.; Saari M.M.; Yusdi U.S.M.; Nadzri N.A.; Aziz Z.,"Zaini, Mohd Aufa Hadi Putera (57207994127); Saari, Mohd Mawardi (57220107330); Yusdi, Ummi Sabihah Mohd (58764154900); Nadzri, Nurul A’In (57201859397); Aziz, Zulkifly (57220106807)",57207994127; 57220107330; 58764154900; 57201859397; 57220106807,A Differential Fluxgate Probe for Metal Loss Assessment Due to Corrosion,2024,Lecture Notes in Electrical Engineering,1212 LNEE,,,187,198,11,0,10.1007/978-981-97-3847-2_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004721226&doi=10.1007%2f978-981-97-3847-2_17&partnerID=40&md5=f7bcbe23e3f663f117e29ed7c47349b5,Conference paper,Final,,Scopus,2-s2.0-105004721226
Ahmad H.; Ramli M.S.; Saari M.M.; Othman N.A.; Azmi M.I.A.,"Ahmad, Hamzah (35304432800); Ramli, Mohd Syakirin (26435494400); Saari, Mohd Mawardi (57220107330); Othman, Nur Aqilah (56028974800); Azmi, Muhammad Izzran Azani (59831171700)",35304432800; 26435494400; 57220107330; 56028974800; 59831171700,Kalman Filter Based Vehicle SOC Performance Analysis for Different Battery Types,2024,Lecture Notes in Electrical Engineering,1212 LNEE,,,289,299,10,0,10.1007/978-981-97-3847-2_25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004721067&doi=10.1007%2f978-981-97-3847-2_25&partnerID=40&md5=578cf69b50bd3aa95b955e29f4088bc5,Conference paper,Final,,Scopus,2-s2.0-105004721067
Aziz Z.; Saari M.M.; Zaini M.A.H.P.; Nadzri N.A.; Chin S.Y.,"Aziz, Zulkifly (57220106807); Saari, Mohd Mawardi (57220107330); Zaini, Mohd Aufa Hadi Putera (57207994127); Nadzri, Nurul A'in (57201859397); Chin, Sim Yee (56374296600)",57220106807; 57220107330; 57207994127; 57201859397; 56374296600,Improved wireless LED-based light emitters for photocatalytic oxidation in a slurry annular reactor; [Udoskonalone bezprzewodowe emitery światła oparte na diodach LED do fotokatalitycznego utleniania w zawiesinowym pierścieniowym reaktorze],2023,Przeglad Elektrotechniczny,2023,8,,170,174,4,0,10.15199/48.2023.08.30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172369567&doi=10.15199%2f48.2023.08.30&partnerID=40&md5=a30404fcea4f5e571db7a6a3d33bf772,Article,Final,,Scopus,2-s2.0-85172369567
Ahmad H.; Othman N.A.; Saari M.; Ramli M.S.,"Ahmad, Hamzah (35304432800); Othman, Nur Aqilah (56028974800); Saari, Mawardi (57220107330); Ramli, Mohd Syakirin (26435494400)",35304432800; 56028974800; 57220107330; 26435494400,Investigating State Covariance Properties During Finite Escape Time in H∞ Filter SLAM,2019,Lecture Notes in Electrical Engineering,538,,,271,283,12,1,10.1007/978-981-13-3708-6_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063448662&doi=10.1007%2f978-981-13-3708-6_23&partnerID=40&md5=71d5222b4b6f0cba5befd3a71bacddf8,Conference paper,Final,,Scopus,2-s2.0-85063448662
Ahmad H.; Ramli M.S.; Othman N.A.; Mohamad B.; Saari M.M.,"Ahmad, Hamzah (35304432800); Ramli, Mohd Syakirin (26435494400); Othman, Nur Aqilah (56028974800); Mohamad, Badaruddin (59575934200); Saari, Mohd Mawardi (57220107330)",35304432800; 26435494400; 56028974800; 59575934200; 57220107330,Intermittent Measurement and Finite Escape Time Correlations Study in H∞ Filter in Navigation,2022,Lecture Notes in Electrical Engineering,842,,,601,611,10,0,10.1007/978-981-16-8690-0_54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126997360&doi=10.1007%2f978-981-16-8690-0_54&partnerID=40&md5=2bb4e2af5e2b5f51c8f86cd3ee308466,Conference paper,Final,,Scopus,2-s2.0-85126997360
Sulaiman M.H.; Mustaffa Z.; Jadin M.S.; Saari M.M.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Jadin, Mohd Shawal (24733653900); Saari, Mohd Mawardi (57220107330)",55336854400; 54789967400; 24733653900; 57220107330,Hierarchical power output prediction for floating photovoltaic systems,2025,Energy,323,,135883,,,,3,10.1016/j.energy.2025.135883,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001282028&doi=10.1016%2fj.energy.2025.135883&partnerID=40&md5=fa87e5306569d218b9a27f089589fc11,Article,Final,,Scopus,2-s2.0-105001282028
Saari M.M.; Sulaiman M.H.; Nadzri N.A.; Kiwa T.,"Saari, Mohd Mawardi (57220107330); Sulaiman, Mohd Herwan (55336854400); Nadzri, Nurul A’in (57201859397); Kiwa, Toshihiko (6603908017)",57220107330; 55336854400; 57201859397; 6603908017,A spline-enhanced non-negative least squares inversion approach for estimating magnetic nanoparticle size distribution from magnetization curves,2025,Physica Scripta,100,7,75989,,,,0,10.1088/1402-4896/ade93d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010561898&doi=10.1088%2f1402-4896%2fade93d&partnerID=40&md5=499a9d02ff9aae972efabbdf7b7a0a9a,Article,Final,,Scopus,2-s2.0-105010561898
Islam M.; Khatun S.; Ghazali K.H.; Saari M.M.; Shakib M.N.; Karim M.S.A.,"Islam, Minarul (57217440473); Khatun, Sabira (7003507911); Ghazali, Kamarul Hawari (24070207000); Saari, Mohd Mawardi (57220107330); Shakib, Mohammed Nazmus (57218671451); Karim, Mohamad Shaiful Abdul (57201499599)",57217440473; 7003507911; 24070207000; 57220107330; 57218671451; 57201499599,Performance Comparison of Non-Invasive Blood Glucose Level using Artificial Neural Network and Ultra-Wide Band Antenna,2020,"ETCCE 2020 - International Conference on Emerging Technology in Computing, Communication and Electronics",,,9350885,,,,4,10.1109/ETCCE51779.2020.9350885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102070750&doi=10.1109%2fETCCE51779.2020.9350885&partnerID=40&md5=798a14ca16f6ff92c63d417097f3e499,Conference paper,Final,,Scopus,2-s2.0-85102070750
Zaini M.A.H.P.; Saari M.M.; Nadzri N.A.; Aziz Z.; Ramlan N.H.; Tsukada K.,"Zaini, Mohd Aufa Hadi Putera (57207994127); Saari, Mohd Mawardi (57220107330); Nadzri, Nurul A'In (57201859397); Aziz, Zulkifly (57220106807); Ramlan, Nur Huda (56453249000); Tsukada, Keiji (7201442097)",57207994127; 57220107330; 57201859397; 57220106807; 56453249000; 7201442097,Extraction of Flux Leakage and Eddy Current Signals Induced by Submillimeter Backside Slits on Carbon Steel Plate Using a Low-Field AMR Differential Magnetic Probe,2021,IEEE Access,9,,,146755,146770,15,19,10.1109/ACCESS.2021.3123421,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118565467&doi=10.1109%2fACCESS.2021.3123421&partnerID=40&md5=3c0c52ac77d8f8332397c02d512d5542,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85118565467
Saari M.M.; Suhaimi N.S.; Lah N.A.C.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Suhaimi, Nazatul Sharreena (57211346068); Lah, Nurul Akmal Che (37055955600); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 57211346068; 37055955600; 55453019800; 6603908017; 7201442097,A sensitive AC magnetometer using a resonant excitation coil for magnetic fluid characterization in nonlinear magnetization region,2018,"2018 IEEE International Magnetic Conference, INTERMAG 2018",,,8508784,,,,4,10.1109/INTMAG.2018.8508784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057474068&doi=10.1109%2fINTMAG.2018.8508784&partnerID=40&md5=a6ffdec02ce9878f848a454cc20d90a6,Conference paper,Final,,Scopus,2-s2.0-85057474068
Hamzah H.S.; Wahab Y.A.; Man A.E.C.; Talip N.A.; Saari M.M.,"Hamzah, Haziq Syakir (59047562000); Wahab, Yasmin Abdul (57193422873); Man, Ain Eazriena Che (58659322100); Talip, Nurhafizah Abu (57208004036); Saari, Mohd Mawardi (57220107330)",59047562000; 57193422873; 58659322100; 57208004036; 57220107330,Experimental Evaluation of Sensor Readings in Invasive Electrical Capacitance Tomography for Conducting Pipe Applications—Initial Study,2024,Lecture Notes in Electrical Engineering,1213 LNEE,,,491,502,11,0,10.1007/978-981-97-3851-9_42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205110254&doi=10.1007%2f978-981-97-3851-9_42&partnerID=40&md5=4dc9cde458a6cabb94bd770e9e97ec31,Conference paper,Final,,Scopus,2-s2.0-85205110254
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Jadin M.S.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Jadin, Mohd Shawal (24733653900)",55336854400; 54789967400; 57220107330; 24733653900,A simulation-metaheuristic approach for finding the optimal allocation of the battery energy storage system problem in distribution networks,2023,Decision Analytics Journal,7,,100208,,,,9,10.1016/j.dajour.2023.100208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151463360&doi=10.1016%2fj.dajour.2023.100208&partnerID=40&md5=4eda14598eae1da08bec6ccdccb4f30d,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85151463360
Azmi M.F.M.; Wahab Y.A.; Saari M.M.; Yusof N.A.T.; A'in Nadzri N.,"Azmi, Muhammad Fauzan Mohd (60125126500); Wahab, Yasmin Abdul (57203353903); Saari, Mohd Mawardi (57220107330); Yusof, Nurhafizah Abu Talip (57208004036); A'in Nadzri, Nurul (57201859397)",60125126500; 57203353903; 57220107330; 57208004036; 57201859397,Development of an Ultrasonic Tomography System for Monitoring Particle Deposition in Elbow Pipelines,2025,"IEEE 8th International Conference on Electrical, Control and Computer Engineering, InECCE 2025 - Proceedings",,,,489,494,5,0,10.1109/InECCE64959.2025.11151050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017785220&doi=10.1109%2fInECCE64959.2025.11151050&partnerID=40&md5=01f133e7bc0402fd6d62cefd2e14ce2f,Conference paper,Final,,Scopus,2-s2.0-105017785220
